Departure,Arrival,Departure Date,Route_ID
A Coruna-Turistico,Cerceda-Meirama,0921312025-05-11,3141208223VRX
A Coruna-Turistico,Santiago de Compostela,0921312025-05-11,3141208223VRX
A Coruna-Turistico,Santiago-Turistico,0921312025-05-11,3141208223VRX
A Coruna-Turistico,Padron-Barbanza,0921312025-05-11,3141208223VRX
A Coruna-Turistico,Vilagarcia de Arousa,0921312025-05-11,3141208223VRX
A Coruna-Turistico,Pontevedra,0921312025-05-11,3141208223VRX
A Coruna-Turistico,Pontevedra-Turistico,0921312025-05-11,3141208223VRX
A Coruna-Turistico,Arcade,0921312025-05-11,3141208223VRX
A Coruna-Turistico,Redondela Av,0921312025-05-11,3141208223VRX
A Coruna-Turistico,Vigo Urzaiz,0921312025-05-11,3141208223VRX
A Coruna-Turistico,Uxes,1256112025-05-11,3141231400VRR
A Corunya,Santiago de Compostela,0062512025-05-11,3141271801GL023
A Corunya,Ourense,0062512025-05-11,3141271801GL023
A Corunya,Monforte de Lemos,0062512025-05-11,3141271801GL023
A Corunya,San Clodio-Quiroga,0062512025-05-11,3141271801GL023
A Corunya,A Rua-Petin,0062512025-05-11,3141271801GL023
A Corunya,O Barco de Valdeorras,0062512025-05-11,3141271801GL023
A Corunya,Ponferrada,0062512025-05-11,3141271801GL023
A Corunya,Bembibre,0062512025-05-11,3141271801GL023
A Corunya,Astorga,0062512025-05-11,3141271801GL023
A Corunya,Leon,0062512025-05-11,3141271801GL023
A Corunya,Palencia,0062512025-05-11,3141271801GL023
A Corunya,Burgos-Rosa Manzano,0062512025-05-11,3141271801GL023
A Corunya,Miranda de Ebro,0062512025-05-11,3141271801GL023
A Corunya,Vitoria/gasteiz,0062512025-05-11,3141271801GL023
A Corunya,Pamplona/irunya,0062512025-05-11,3141271801GL023
A Corunya,Tafalla,0062512025-05-11,3141271801GL023
A Corunya,Castejon de Ebro,0062512025-05-11,3141271801GL023
A Corunya,Tudela de Navarra,0062512025-05-11,3141271801GL023
A Corunya,Zaragoza-Delicias,0062512025-05-11,3141271801GL023
A Corunya,Lleida,0062512025-05-11,3141271801GL023
A Corunya,Camp Tarragona,0062512025-05-11,3141271801GL023
A Corunya,Barcelona-Sants,0062512025-05-11,3141271801GL023
A Corunya,A GUDIÑA-PORTA DE GALICIA,0406412025-05-11,2101017000GL023
A Corunya,Sanabria Alta Velocidad,0406412025-05-11,2101017000GL023
A Corunya,Zamora,0406412025-05-11,2101017000GL023
A Corunya,Medina del Campo Alta Velocidad,0406412025-05-11,2101017000GL023
A Corunya,Segovia Guiomar,0406412025-05-11,2101017000GL023
A Corunya,Madrid-Chamartin,0406412025-05-11,2101017000GL023
A Corunya,Betanzos-Infesta,0417512025-05-11,1700021010GL023
A Corunya,Betanzos-Cidade,0417512025-05-11,1700021010GL023
A Corunya,Pontedeume,0417512025-05-11,1700021010GL023
A Corunya,Ferrol,0417512025-05-11,1700021010GL023
A Corunya,Padron-Barbanza,0907312025-05-11,3141208223VRX
A Corunya,Vilagarcia de Arousa,0907312025-05-11,3141208223VRX
A Corunya,Pontevedra,0907312025-05-11,3141208223VRX
A Corunya,Arcade,0907312025-05-11,3141208223VRX
A Corunya,Redondela Av,0907312025-05-11,3141208223VRX
A Corunya,Vigo Urzaiz,0907312025-05-11,3141208223VRX
A Corunya,Santiago-Turistico,0908112025-05-11,3141222100AV008
A Corunya,A Coruna-Turistico,0921312025-05-11,3141208223VRX
A Corunya,Cerceda-Meirama,0921312025-05-11,3141208223VRX
A Corunya,Pontevedra-Turistico,0921312025-05-11,3141208223VRX
A Corunya,Padron,1241112025-05-11,3141222308VRR
A Corunya,Pontecesures,1241112025-05-11,3141222308VRR
A Corunya,Catoira,1241112025-05-11,3141222308VRR
A Corunya,Redondela-Picota,1241112025-05-11,3141222308VRR
A Corunya,Redondela,1241112025-05-11,3141222308VRR
A Corunya,Vigo Guixar,1241112025-05-11,3141222308VRR
A Corunya,Uxes,1242112025-05-11,3141222308VRR
A Corunya,Ordes,1242112025-05-11,3141222308VRR
A Corunya,Osebe,1244112025-05-11,3141222308VRR
A Corunya,Portela,1244112025-05-11,3141222308VRR
A Corunya,Pontevedra-Universidad,1245312025-05-11,3141222308VRR
A Corunya,Elvinya-Universidade,1264212025-05-11,3141220300VRM
A Corunya,O Burgo Santiago,1264212025-05-11,3141220300VRM
A Corunya,Cambre,1264212025-05-11,3141220300VRM
A Corunya,Cecebre,1264212025-05-11,3141220300VRM
A Corunya,Oza Dos Rios,1264212025-05-11,3141220300VRM
A Corunya,Cesuras,1264212025-05-11,3141220300VRM
A Corunya,Pinyoi,1264212025-05-11,3141220300VRM
A Corunya,Curtis,1264212025-05-11,3141220300VRM
A Corunya,Teixeiro,1264212025-05-11,3141220300VRM
A Corunya,Guitiriz,1264212025-05-11,3141220300VRM
A Corunya,Parga,1264212025-05-11,3141220300VRM
A Corunya,Baamonde,1264212025-05-11,3141220300VRM
A Corunya,Rabade,1264212025-05-11,3141220300VRM
A Corunya,Lugo,1264212025-05-11,3141220300VRM
A Corunya,Pedrelo-Celtigos,1264212025-05-11,3141220300VRM
A Corunya,Sarria,1264212025-05-11,3141220300VRM
A Corunya,Minyo,1268012025-05-11,3141221010VRM
A Corunya,Perbes,1268012025-05-11,3141221010VRM
A Corunya,Cabanas-Areal,1268012025-05-11,3141221010VRM
A Corunya,Perlio,1268012025-05-11,3141221010VRM
A Corunya,Barallobre,1268412025-05-11,3141221010VRM
A Corunya,Neda,1268412025-05-11,3141221010VRM
A Friela-Maside,O Carballinyo,1296012025-05-11,2210031400VRR
A Friela-Maside,O Irixo,1296012025-05-11,2210031400VRR
A Friela-Maside,Lalin,1296012025-05-11,2210031400VRR
A Friela-Maside,Santiago de Compostela,1296012025-05-11,2210031400VRR
A Friela-Maside,Ourense,1296712025-05-11,3140022100VRR
A GUDIÑA-PORTA DE GALICIA,Sanabria Alta Velocidad,0406412025-05-11,2101017000GL023
A GUDIÑA-PORTA DE GALICIA,Zamora,0406412025-05-11,2101017000GL023
A GUDIÑA-PORTA DE GALICIA,Medina del Campo Alta Velocidad,0406412025-05-11,2101017000GL023
A GUDIÑA-PORTA DE GALICIA,Segovia Guiomar,0406412025-05-11,2101017000GL023
A GUDIÑA-PORTA DE GALICIA,Madrid-Chamartin,0406412025-05-11,2101017000GL023
A GUDIÑA-PORTA DE GALICIA,Ourense,0417512025-05-11,1700021010GL023
A GUDIÑA-PORTA DE GALICIA,Santiago de Compostela,0417512025-05-11,1700021010GL023
A GUDIÑA-PORTA DE GALICIA,A Corunya,0417512025-05-11,1700021010GL023
A GUDIÑA-PORTA DE GALICIA,Betanzos-Infesta,0417512025-05-11,1700021010GL023
A GUDIÑA-PORTA DE GALICIA,Betanzos-Cidade,0417512025-05-11,1700021010GL023
A GUDIÑA-PORTA DE GALICIA,Pontedeume,0417512025-05-11,1700021010GL023
A GUDIÑA-PORTA DE GALICIA,Ferrol,0417512025-05-11,1700021010GL023
A GUDIÑA-PORTA DE GALICIA,Pontevedra,0427512025-05-11,1700008223GL023
A GUDIÑA-PORTA DE GALICIA,Vigo Urzaiz,0427512025-05-11,1700008223GL023
A GUDIÑA-PORTA DE GALICIA,Monforte de Lemos,0432512025-05-11,1700020309GL023
A GUDIÑA-PORTA DE GALICIA,Sarria,0432512025-05-11,1700020309GL023
A GUDIÑA-PORTA DE GALICIA,Lugo,0432512025-05-11,1700020309GL023
A GUDIÑA-PORTA DE GALICIA,Vilagarcia de Arousa,0438512025-05-11,1700008223AV006
A Rua-Petin,O Barco de Valdeorras,0062112025-05-11,2230871801GL023
A Rua-Petin,Ponferrada,0062112025-05-11,2230871801GL023
A Rua-Petin,Bembibre,0062112025-05-11,2230871801GL023
A Rua-Petin,Astorga,0062112025-05-11,2230871801GL023
A Rua-Petin,Leon,0062112025-05-11,2230871801GL023
A Rua-Petin,Palencia,0062112025-05-11,2230871801GL023
A Rua-Petin,Burgos-Rosa Manzano,0062112025-05-11,2230871801GL023
A Rua-Petin,Miranda de Ebro,0062112025-05-11,2230871801GL023
A Rua-Petin,Vitoria/gasteiz,0062112025-05-11,2230871801GL023
A Rua-Petin,Pamplona/irunya,0062112025-05-11,2230871801GL023
A Rua-Petin,Tafalla,0062112025-05-11,2230871801GL023
A Rua-Petin,Castejon de Ebro,0062112025-05-11,2230871801GL023
A Rua-Petin,Tudela de Navarra,0062112025-05-11,2230871801GL023
A Rua-Petin,Zaragoza-Delicias,0062112025-05-11,2230871801GL023
A Rua-Petin,Lleida,0062112025-05-11,2230871801GL023
A Rua-Petin,Camp Tarragona,0062112025-05-11,2230871801GL023
A Rua-Petin,Barcelona-Sants,0062112025-05-11,2230871801GL023
A Rua-Petin,San Clodio-Quiroga,0062212025-05-11,7180122308GL023
A Rua-Petin,Monforte de Lemos,0062212025-05-11,7180122308GL023
A Rua-Petin,Ourense,0062212025-05-11,7180122308GL023
A Rua-Petin,Guillarei,0062212025-05-11,7180122308GL023
A Rua-Petin,O Porrinyo,0062212025-05-11,7180122308GL023
A Rua-Petin,Redondela,0062212025-05-11,7180122308GL023
A Rua-Petin,Vigo Guixar,0062212025-05-11,7180122308GL023
A Rua-Petin,Santiago de Compostela,0062612025-05-11,7180131412GL023
A Rua-Petin,A Corunya,0062612025-05-11,7180131412GL023
A Rua-Petin,Montefurado,1261112025-05-11,2020022100VRE
A Rua-Petin,Canabal,1261112025-05-11,2020022100VRE
A Rua-Petin,Areas,1261112025-05-11,2020022100VRE
A Rua-Petin,San Estevo Do Sil,1261112025-05-11,2020022100VRE
A Rua-Petin,San Pedro Do Sil,1261112025-05-11,2020022100VRE
A Rua-Petin,Os Peares,1261112025-05-11,2020022100VRE
A Rua-Petin,Barra de Minyo,1261112025-05-11,2020022100VRE
Abejera,Ferreruela de Tabara,1832112025-05-11,3120010600VRE
Abejera,Carbajales de Alba,1832112025-05-11,3120010600VRE
Abejera,Zamora,1832112025-05-11,3120010600VRE
Abejera,Toro,1832112025-05-11,3120010600VRE
Abejera,Nava del Rey,1832112025-05-11,3120010600VRE
Abejera,Medina del Campo,1832112025-05-11,3120010600VRE
Abejera,Pozaldez,1832112025-05-11,3120010600VRE
Abejera,Matapozuelos,1832112025-05-11,3120010600VRE
Abejera,Valdestillas,1832112025-05-11,3120010600VRE
Abejera,Viana,1832112025-05-11,3120010600VRE
Abejera,Valladolid,1832112025-05-11,3120010600VRE
Abejera,Sarracin de Aliste,1832212025-05-11,1060031200VRE
Abejera,Cabanyas de Aliste,1832212025-05-11,1060031200VRE
Abejera,Linarejos-Pedroso,1832212025-05-11,1060031200VRE
Abejera,Puebla de Sanabria,1832212025-05-11,1060031200VRE
Agoncillo,Logronyo,1607112025-05-11,8120081100VRE
Agoncillo,Alcanadre,1807612025-05-11,8110071100VRE
Agoncillo,Calahorra,1807612025-05-11,8110071100VRE
Agoncillo,Rincon de Soto,1807612025-05-11,8110071100VRE
Agoncillo,Alfaro,1807612025-05-11,8110071100VRE
Agoncillo,Castejon de Ebro,1807612025-05-11,8110071100VRE
Agoncillo,Tudela de Navarra,1807612025-05-11,8110071100VRE
Agoncillo,Ribaforada,1807612025-05-11,8110071100VRE
Agoncillo,Cortes de Navarra,1807612025-05-11,8110071100VRE
Agoncillo,Gallur,1807612025-05-11,8110071100VRE
Agoncillo,Luceni,1807612025-05-11,8110071100VRE
Agoncillo,Pedrola,1807612025-05-11,8110071100VRE
Agoncillo,Cabanyas de Ebro,1807612025-05-11,8110071100VRE
Agoncillo,Alagon,1807612025-05-11,8110071100VRE
Agoncillo,Utebo,1807612025-05-11,8110071100VRE
Agoncillo,Zaragoza-Delicias,1807612025-05-11,8110071100VRE
Agoncillo,Zaragoza Portillo,1807612025-05-11,8110071100VRE
Agoncillo,Zaragoza Goya,1807612025-05-11,8110071100VRE
Agoncillo,Zaragoza Miraflores,1807612025-05-11,8110071100VRE
Agres,Ontinyent,3541012025-05-11,6901165000VRR
Agres,Agullent,3541012025-05-11,6901165000VRR
Agres,Albaida,3541012025-05-11,6901165000VRR
Agres,Bufali,3541012025-05-11,6901165000VRR
Agres,Montaverner,3541012025-05-11,6901165000VRR
Agres,La Pobla del Duc,3541012025-05-11,6901165000VRR
Agres,Beniganim,3541012025-05-11,6901165000VRR
Agres,Genoves,3541012025-05-11,6901165000VRR
Agres,Xativa,3541012025-05-11,6901165000VRR
Agres,L.enova Manuel,3541012025-05-11,6901165000VRR
Agres,La Pobla Llarga,3541012025-05-11,6901165000VRR
Agres,Carcaixent,3541012025-05-11,6901165000VRR
Agres,Alzira,3541012025-05-11,6901165000VRR
Agres,Algemesi,3541012025-05-11,6901165000VRR
Agres,Benifaio-Almussafes,3541012025-05-11,6901165000VRR
Agres,Silla,3541012025-05-11,6901165000VRR
Agres,Catarroja,3541012025-05-11,6901165000VRR
Agres,Massanassa,3541012025-05-11,6901165000VRR
Agres,Alfafar-Benetusser,3541012025-05-11,6901165000VRR
Agres,Valencia-Estacio del Nord,3541012025-05-11,6901165000VRR
Agres,Cocentaina,3541112025-05-11,6500069011VRR
Agres,Alcoy/alcoi,3541112025-05-11,6500069011VRR
Aguilar de Campoo,Palencia,0407212025-05-11,1422360911GL023
Aguilar de Campoo,Valladolid,0407212025-05-11,1422360911GL023
Aguilar de Campoo,Segovia Guiomar,0407212025-05-11,1422360911GL023
Aguilar de Campoo,Madrid-Chamartin,0407212025-05-11,1422360911GL023
Aguilar de Campoo,Cuenca Fernando Zobel,0407212025-05-11,1422360911GL023
Aguilar de Campoo,Albacete-Los Llanos,0407212025-05-11,1422360911GL023
Aguilar de Campoo,Villena Av,0407212025-05-11,1422360911GL023
Aguilar de Campoo,Alicante/alacant,0407212025-05-11,1422360911GL023
Aguilar de Campoo,Reinosa,0407312025-05-11,1700014223GL023
Aguilar de Campoo,Torrelavega,0407312025-05-11,1700014223GL023
Aguilar de Campoo,Santander,0407312025-05-11,1700014223GL023
Aguilar de Campoo,Mave,1810012025-05-11,1422310600VRE
Aguilar de Campoo,Alar del Rey-San Quirce,1810012025-05-11,1422310600VRE
Aguilar de Campoo,Herrera de Pisuerga,1810012025-05-11,1422310600VRE
Aguilar de Campoo,Espinosa de Villagonzalo (apd),1810012025-05-11,1422310600VRE
Aguilar de Campoo,Osorno,1810012025-05-11,1422310600VRE
Aguilar de Campoo,Fromista,1810012025-05-11,1422310600VRE
Aguilar de Campoo,Pinya,1810012025-05-11,1422310600VRE
Aguilar de Campoo,Amusco,1810012025-05-11,1422310600VRE
Aguilar de Campoo,El Carrion,1810012025-05-11,1422310600VRE
Aguilar de Campoo,Monzon de Campos,1810012025-05-11,1422310600VRE
Aguilar de Campoo,Venta de Banyos,1810012025-05-11,1422310600VRE
Aguilar de Campoo,Duenyas,1810012025-05-11,1422310600VRE
Aguilar de Campoo,Cubillas de Santa Marta,1810012025-05-11,1422310600VRE
Aguilar de Campoo,Corcos-Aguilarejo,1810012025-05-11,1422310600VRE
Aguilar de Campoo,Cabezon del Pisuerga,1810012025-05-11,1422310600VRE
Aguilar de Campoo,Valladolid-Universidad,1810012025-05-11,1422310600VRE
Aguilar de Campoo,Mataporquera,1810112025-05-12,1060014223VRE
Aguilar de Campoo,Barcena,1810112025-05-12,1060014223VRE
Aguilar de Campoo,Los Corrales de Buelna,1810112025-05-12,1060014223VRE
Aguilar de Campoo,Renedo,1810112025-05-12,1060014223VRE
Aguilar de Campoo,Malianyo,1810112025-05-12,1060014223VRE
Aguilar de Campoo,Valdecilla,1810112025-05-12,1060014223VRE
Aguilar de Campoo,Las Caldas de Besaya,1810122025-05-19,1060014223VRE
Aguilar de Campoo,Quintanilla de Las Torres,1810512025-05-11,1060014223VRE
Aguilar de Segarra,Rajadell,1562012025-05-11,7840078700VRR
Aguilar de Segarra,Manresa,1562012025-05-11,7840078700VRR
Aguilar de Segarra,Sant Vicenc de Castellet,1562012025-05-11,7840078700VRR
Aguilar de Segarra,Terrassa,1562012025-05-11,7840078700VRR
Aguilar de Segarra,Seguers-Sant Pere Sallavinera,1562312025-05-11,7870078400VRR
Aguilar de Segarra,Calaf,1562312025-05-11,7870078400VRR
Aguilar de Segarra,Sant Marti Sesgueioles,1562312025-05-11,7870078400VRR
Aguilar de Segarra,Sant Guim de Freixenet,1562312025-05-11,7870078400VRR
Aguilar de Segarra,Cervera,1562312025-05-11,7870078400VRR
Aguilar de Segarra,Tarrega,1562312025-05-11,7870078400VRR
Aguilar de Segarra,Anglesola,1562312025-05-11,7870078400VRR
Aguilar de Segarra,Bellpuig,1562312025-05-11,7870078400VRR
Aguilar de Segarra,Castellnou de Seana,1562312025-05-11,7870078400VRR
Aguilar de Segarra,Golmes,1562312025-05-11,7870078400VRR
Aguilar de Segarra,Mollerussa,1562312025-05-11,7870078400VRR
Aguilar de Segarra,Bell-Lloc Durgell,1562312025-05-11,7870078400VRR
Aguilar de Segarra,Lleida,1562312025-05-11,7870078400VRR
Aguilas,Lorca Sutullena,8841812025-05-11,0700461200GL026
Aguilas,Murcia,8841812025-05-11,0700461200GL026
Agullent,Albaida,3541012025-05-11,6901165000VRR
Agullent,Bufali,3541012025-05-11,6901165000VRR
Agullent,Montaverner,3541012025-05-11,6901165000VRR
Agullent,La Pobla del Duc,3541012025-05-11,6901165000VRR
Agullent,Beniganim,3541012025-05-11,6901165000VRR
Agullent,Genoves,3541012025-05-11,6901165000VRR
Agullent,Xativa,3541012025-05-11,6901165000VRR
Agullent,L.enova Manuel,3541012025-05-11,6901165000VRR
Agullent,La Pobla Llarga,3541012025-05-11,6901165000VRR
Agullent,Carcaixent,3541012025-05-11,6901165000VRR
Agullent,Alzira,3541012025-05-11,6901165000VRR
Agullent,Algemesi,3541012025-05-11,6901165000VRR
Agullent,Benifaio-Almussafes,3541012025-05-11,6901165000VRR
Agullent,Silla,3541012025-05-11,6901165000VRR
Agullent,Catarroja,3541012025-05-11,6901165000VRR
Agullent,Massanassa,3541012025-05-11,6901165000VRR
Agullent,Alfafar-Benetusser,3541012025-05-11,6901165000VRR
Agullent,Valencia-Estacio del Nord,3541012025-05-11,6901165000VRR
Agullent,Ontinyent,3541112025-05-11,6500069011VRR
Agullent,Agres,3541112025-05-11,6500069011VRR
Agullent,Cocentaina,3541112025-05-11,6500069011VRR
Agullent,Alcoy/alcoi,3541112025-05-11,6500069011VRR
Aix en Provence,Marseille St Charles,0972512025-05-11,6000087089AV016
Aix en Provence,Avignon,0973012025-05-11,8708960000AV016
Aix en Provence,NIMES,0973012025-05-11,8708960000AV016
Aix en Provence,Montpellier,0973012025-05-11,8708960000AV016
Aix en Provence,Narbonne,0973012025-05-11,8708960000AV016
Aix en Provence,Perpignan,0973012025-05-11,8708960000AV016
Aix en Provence,Figueres Vilafant,0973012025-05-11,8708960000AV016
Aix en Provence,Girona,0973012025-05-11,8708960000AV016
Aix en Provence,Barcelona-Sants,0973012025-05-11,8708960000AV016
Aix en Provence,Camp Tarragona,0973012025-05-11,8708960000AV016
Aix en Provence,Zaragoza-Delicias,0973012025-05-11,8708960000AV016
Aix en Provence,Madrid Pta.Atocha - Almudena Grandes,0973012025-05-11,8708960000AV016
Alagon,Casetas,1602012025-05-11,8010071100VRE
Alagon,Utebo,1602012025-05-11,8010071100VRE
Alagon,Zaragoza-Delicias,1602012025-05-11,8010071100VRE
Alagon,Zaragoza Portillo,1602012025-05-11,8010071100VRE
Alagon,Zaragoza Goya,1602012025-05-11,8010071100VRE
Alagon,Zaragoza Miraflores,1602012025-05-11,8010071100VRE
Alagon,Cabanyas de Ebro,1802112025-05-11,7110080100VRE
Alagon,Pedrola,1802112025-05-11,7110080100VRE
Alagon,Luceni,1802112025-05-11,7110080100VRE
Alagon,Gallur,1802112025-05-11,7110080100VRE
Alagon,Cortes de Navarra,1802112025-05-11,7110080100VRE
Alagon,Ribaforada,1802112025-05-11,7110080100VRE
Alagon,Tudela de Navarra,1802112025-05-11,7110080100VRE
Alagon,Castejon de Ebro,1802112025-05-11,7110080100VRE
Alagon,Villafranca de Navarra,1802112025-05-11,7110080100VRE
Alagon,Marcilla de Navarra,1802112025-05-11,7110080100VRE
Alagon,Olite/erriberri,1802112025-05-11,7110080100VRE
Alagon,Tafalla,1802112025-05-11,7110080100VRE
Alagon,Pamplona/irunya,1802112025-05-11,7110080100VRE
Alagon,Uharte-Arakil,1802112025-05-16,7110011200VRE
Alagon,Etxarri-Aranatz,1802112025-05-16,7110011200VRE
Alagon,Altsasu/alsasua-Pueblo,1802112025-05-16,7110011200VRE
Alagon,Araia,1802112025-05-16,7110011200VRE
Alagon,Salvatierra/agurain,1802112025-05-16,7110011200VRE
Alagon,Alegria de Alava-Dulantzi,1802112025-05-16,7110011200VRE
Alagon,Vitoria/gasteiz,1802112025-05-16,7110011200VRE
Alagon,Nanclares/langraiz,1802112025-05-16,7110011200VRE
Alagon,La Puebla de Arganzon,1802112025-05-16,7110011200VRE
Alagon,Manzanos,1802112025-05-16,7110011200VRE
Alagon,Miranda de Ebro,1802112025-05-16,7110011200VRE
Alagon,Alfaro,1807312025-05-11,7110081100VRE
Alagon,Rincon de Soto,1807312025-05-11,7110081100VRE
Alagon,Calahorra,1807312025-05-11,7110081100VRE
Alagon,Alcanadre,1807312025-05-11,7110081100VRE
Alagon,Logronyo,1807312025-05-11,7110081100VRE
Alagon,Feculas-Navarra,1807512025-05-11,7110081100VRE
Alar del Rey-San Quirce,Herrera de Pisuerga,1810012025-05-11,1422310600VRE
Alar del Rey-San Quirce,Espinosa de Villagonzalo (apd),1810012025-05-11,1422310600VRE
Alar del Rey-San Quirce,Osorno,1810012025-05-11,1422310600VRE
Alar del Rey-San Quirce,Fromista,1810012025-05-11,1422310600VRE
Alar del Rey-San Quirce,Pinya,1810012025-05-11,1422310600VRE
Alar del Rey-San Quirce,Amusco,1810012025-05-11,1422310600VRE
Alar del Rey-San Quirce,El Carrion,1810012025-05-11,1422310600VRE
Alar del Rey-San Quirce,Monzon de Campos,1810012025-05-11,1422310600VRE
Alar del Rey-San Quirce,Palencia,1810012025-05-11,1422310600VRE
Alar del Rey-San Quirce,Venta de Banyos,1810012025-05-11,1422310600VRE
Alar del Rey-San Quirce,Duenyas,1810012025-05-11,1422310600VRE
Alar del Rey-San Quirce,Cubillas de Santa Marta,1810012025-05-11,1422310600VRE
Alar del Rey-San Quirce,Corcos-Aguilarejo,1810012025-05-11,1422310600VRE
Alar del Rey-San Quirce,Cabezon del Pisuerga,1810012025-05-11,1422310600VRE
Alar del Rey-San Quirce,Valladolid-Universidad,1810012025-05-11,1422310600VRE
Alar del Rey-San Quirce,Valladolid,1810012025-05-11,1422310600VRE
Alar del Rey-San Quirce,Aguilar de Campoo,1810112025-05-12,1060014223VRE
Alar del Rey-San Quirce,Mataporquera,1810112025-05-12,1060014223VRE
Alar del Rey-San Quirce,Reinosa,1810112025-05-12,1060014223VRE
Alar del Rey-San Quirce,Barcena,1810112025-05-12,1060014223VRE
Alar del Rey-San Quirce,Los Corrales de Buelna,1810112025-05-12,1060014223VRE
Alar del Rey-San Quirce,Torrelavega,1810112025-05-12,1060014223VRE
Alar del Rey-San Quirce,Renedo,1810112025-05-12,1060014223VRE
Alar del Rey-San Quirce,Malianyo,1810112025-05-12,1060014223VRE
Alar del Rey-San Quirce,Valdecilla,1810112025-05-12,1060014223VRE
Alar del Rey-San Quirce,Santander,1810112025-05-12,1060014223VRE
Alar del Rey-San Quirce,Las Caldas de Besaya,1810122025-05-19,1060014223VRE
Alar del Rey-San Quirce,Mave,1810512025-05-11,1060014223VRE
Alar del Rey-San Quirce,Quintanilla de Las Torres,1810512025-05-11,1060014223VRE
Albacete-Los Llanos,Xativa,0069412025-05-12,5140571801GL023
Albacete-Los Llanos,Valencia-Estacio del Nord,0069412025-05-12,5140571801GL023
Albacete-Los Llanos,Castello,0069412025-05-12,5140571801GL023
Albacete-Los Llanos,Benicarlo-Penyiscola,0069412025-05-12,5140571801GL023
Albacete-Los Llanos,Vinaros,0069412025-05-12,5140571801GL023
Albacete-Los Llanos,Laldea-Amposta-Tortosa,0069412025-05-12,5140571801GL023
Albacete-Los Llanos,CAMBRILS,0069412025-05-12,5140571801GL023
Albacete-Los Llanos,Camp Tarragona,0069412025-05-12,5140571801GL023
Albacete-Los Llanos,Barcelona-Sants,0069412025-05-12,5140571801GL023
Albacete-Los Llanos,Villarrobledo,0069712025-05-12,7180151405GL023
Albacete-Los Llanos,Socuellamos,0069712025-05-12,7180151405GL023
Albacete-Los Llanos,Alcazar de San Juan,0069712025-05-12,7180151405GL023
Albacete-Los Llanos,Manzanares,0069712025-05-12,7180151405GL023
Albacete-Los Llanos,Valdepenyas,0069712025-05-12,7180151405GL023
Albacete-Los Llanos,Vilches,0069712025-05-12,7180151405GL023
Albacete-Los Llanos,Linares-Baeza,0069712025-05-12,7180151405GL023
Albacete-Los Llanos,Espeluy,0069712025-05-12,7180151405GL023
Albacete-Los Llanos,Andujar,0069712025-05-12,7180151405GL023
Albacete-Los Llanos,Cordoba,0069712025-05-12,7180151405GL023
Albacete-Los Llanos,Sevilla-Santa Justa,0069712025-05-12,7180151405GL023
Albacete-Los Llanos,Jerez de La Frontera,0069712025-05-12,7180151405GL023
Albacete-Los Llanos,Puerto de Santa Maria,0069712025-05-12,7180151405GL023
Albacete-Los Llanos,San Fernando-Bahia Sur,0069712025-05-12,7180151405GL023
Albacete-Los Llanos,Cadiz,0069712025-05-12,7180151405GL023
Albacete-Los Llanos,Villena Av,0291312025-05-11,5441361200AV006
Albacete-Los Llanos,Alicante/alacant,0291312025-05-11,5441361200AV006
Albacete-Los Llanos,ELX AV,0291312025-05-11,5441361200AV006
Albacete-Los Llanos,Orihuela-Miguel Hernandez,0291312025-05-11,5441361200AV006
Albacete-Los Llanos,Murcia,0291312025-05-11,5441361200AV006
Albacete-Los Llanos,Cuenca Fernando Zobel,0414312025-05-11,6091114223GL023
Albacete-Los Llanos,Madrid-Chamartin,0414312025-05-11,6091114223GL023
Albacete-Los Llanos,Segovia Guiomar,0414312025-05-11,6091114223GL023
Albacete-Los Llanos,Valladolid,0414312025-05-11,6091114223GL023
Albacete-Los Llanos,Palencia,0414312025-05-11,6091114223GL023
Albacete-Los Llanos,Torrelavega,0414312025-05-11,6091114223GL023
Albacete-Los Llanos,Santander,0414312025-05-11,6091114223GL023
Albacete-Los Llanos,Leon,0418112025-05-11,6091115410GL023
Albacete-Los Llanos,Pola de Lena,0418112025-05-11,6091115410GL023
Albacete-Los Llanos,Mieres-Puente,0418112025-05-11,6091115410GL023
Albacete-Los Llanos,Oviedo,0418112025-05-11,6091115410GL023
Albacete-Los Llanos,Gijon,0418112025-05-11,6091115410GL023
Albacete-Los Llanos,Zamora,0527312025-05-11,6091122100AV006
Albacete-Los Llanos,Ourense,0527312025-05-11,6091122100AV006
Albacete-Los Llanos,Madrid Pta.Atocha - Almudena Grandes,0586212025-05-11,6120054413AV006
Albacete-Los Llanos,Ciudad Real,0586212025-05-11,6120054413AV006
Albacete-Los Llanos,Puertollano,0586212025-05-11,6120054413AV006
Albacete-Los Llanos,Antequera-Santa Ana,0586212025-05-11,6120054413AV006
Albacete-Los Llanos,Malaga Maria Zambrano,0586212025-05-11,6120054413AV006
Albacete-Los Llanos,Toledo,0807212025-05-12,6060092102AV008
Albacete-Los Llanos,Hellin,1109212025-05-11,6060061307GL026
Albacete-Los Llanos,Cieza,1109212025-05-11,6060061307GL026
Albacete-Los Llanos,Archena-Fortuna,1109212025-05-11,6060061307GL026
Albacete-Los Llanos,Balsicas-Mar Menor,1109212025-05-11,6060061307GL026
Albacete-Los Llanos,Torre-Pacheco,1109212025-05-11,6060061307GL026
Albacete-Los Llanos,Cartagena,1109212025-05-11,6060061307GL026
Albacete-Los Llanos,Almansa,1440012025-05-11,6060065000VRR
